player,total_runs,total_balls,matches_played,total_fours,total_sixes,dot_balls,avg_runs,strike_rate,boundary_rate,dot_ball_rate,runs_per_season,label
MA Starc,96,98,11,10.0,0.0,41.0,8.727272727272727,97.95918367346938,0.10204081632653061,0.41836734693877553,48.0,0
MC Henriques,969,769,50,87.0,27.0,272.0,19.38,126.00780234070221,0.1482444733420026,0.35370611183355005,138.42857142857142,1
MC Juneja,125,134,7,11.0,1.0,54.0,17.857142857142858,93.28358208955224,0.08955223880597014,0.40298507462686567,125.0,1
MD Mishra,237,213,17,24.0,8.0,102.0,13.941176470588236,111.26760563380283,0.15023474178403756,0.4788732394366197,79.0,1
MEK Hussey,1977,1648,58,198.0,52.0,643.0,34.08620689655172,119.96359223300972,0.15169902912621358,0.3901699029126214,282.42857142857144,2
MF Maharoof,177,124,14,12.0,9.0,44.0,12.642857142857142,142.74193548387098,0.1693548387096774,0.3548387096774194,59.0,1
MG Johnson,151,157,26,8.0,7.0,78.0,5.8076923076923075,96.17834394904459,0.09554140127388536,0.4968152866242038,30.2,0
MJ Clarke,98,96,6,12.0,0.0,43.0,16.333333333333332,102.08333333333333,0.125,0.4479166666666667,98.0,1
MJ Guptill,189,143,10,20.0,8.0,64.0,18.9,132.16783216783216,0.1958041958041958,0.44755244755244755,94.5,1
MJ Lumb,278,198,12,45.0,6.0,96.0,23.166666666666668,140.4040404040404,0.25757575757575757,0.48484848484848486,139.0,2
MJ McClenaghan,63,45,12,2.0,6.0,19.0,5.25,140.0,0.17777777777777778,0.4222222222222222,21.0,0
MK Pandey,2223,1901,95,197.0,65.0,737.0,23.4,116.93845344555498,0.13782219884271435,0.3876906891109942,222.3,2
MK Tiwary,1648,1444,79,152.0,39.0,552.0,20.860759493670887,114.12742382271468,0.13227146814404434,0.38227146814404434,183.11111111111111,1
ML Hayden,1107,839,32,121.0,44.0,367.0,34.59375,131.94278903456495,0.1966626936829559,0.4374255065554231,369.0,2
MM Patel,39,41,12,5.0,0.0,18.0,3.25,95.1219512195122,0.12195121951219512,0.43902439024390244,6.5,0
MM Sharma,112,104,20,8.0,4.0,45.0,5.6,107.6923076923077,0.11538461538461539,0.4326923076923077,22.4,0
MN Samuels,161,174,14,9.0,7.0,86.0,11.5,92.52873563218391,0.09195402298850575,0.4942528735632184,53.666666666666664,0
MN van Wyk,167,135,5,19.0,1.0,44.0,33.4,123.7037037037037,0.14814814814814814,0.32592592592592595,167.0,2
MP Stoinis,163,136,8,14.0,4.0,51.0,20.375,119.85294117647058,0.1323529411764706,0.375,81.5,1
MR Marsh,225,201,14,9.0,14.0,84.0,16.071428571428573,111.94029850746267,0.11442786069651742,0.417910447761194,56.25,1
MS Bisla,798,737,39,93.0,23.0,375.0,20.46153846153846,108.27679782903662,0.15739484396200815,0.508819538670285,133.0,1
MS Dhoni,3560,2680,143,251.0,156.0,926.0,24.895104895104897,132.8358208955224,0.15186567164179104,0.3455223880597015,356.0,2
MS Gony,99,76,15,6.0,8.0,39.0,6.6,130.26315789473685,0.18421052631578946,0.5131578947368421,16.5,0
MV Boucher,394,318,23,32.0,13.0,116.0,17.130434782608695,123.89937106918238,0.14150943396226415,0.36477987421383645,98.5,1
Mandeep Singh,1112,938,58,134.0,18.0,395.0,19.17241379310345,118.5501066098081,0.16204690831556504,0.4211087420042644,158.85714285714286,1
Misbah-ul-Haq,117,82,8,10.0,6.0,31.0,14.625,142.6829268292683,0.1951219512195122,0.3780487804878049,117.0,1
Mohammad Hafeez,64,84,8,7.0,2.0,51.0,8.0,76.19047619047619,0.10714285714285714,0.6071428571428571,64.0,0
Mohammed Shami,46,46,13,4.0,2.0,24.0,3.5384615384615383,100.0,0.13043478260869565,0.5217391304347826,11.5,0
N Rana,437,355,15,31.0,25.0,151.0,29.133333333333333,123.09859154929576,0.15774647887323945,0.4253521126760563,218.5,2
N Saini,140,143,10,16.0,0.0,68.0,14.0,97.9020979020979,0.11188811188811189,0.4755244755244755,140.0,1
NLTC Perera,424,326,30,23.0,26.0,129.0,14.133333333333333,130.06134969325154,0.15030674846625766,0.39570552147239263,84.8,1
NM Coulter-Nile,52,53,11,3.0,4.0,31.0,4.7272727272727275,98.11320754716981,0.1320754716981132,0.5849056603773585,13.0,0
NV Ojha,1553,1356,93,121.0,79.0,645.0,16.698924731182796,114.52802359882006,0.14749262536873156,0.4756637168141593,172.55555555555554,1
Niraj Patel,121,124,6,14.0,1.0,61.0,20.166666666666668,97.58064516129032,0.12096774193548387,0.49193548387096775,60.5,1
OA Shah,506,405,22,34.0,23.0,149.0,23.0,124.93827160493827,0.14074074074074075,0.36790123456790125,126.5,2
P Awana,5,14,5,0.0,0.0,9.0,1.0,35.714285714285715,0.0,0.6428571428571429,2.5,0
P Dogra,127,141,12,4.0,5.0,63.0,10.583333333333334,90.0709219858156,0.06382978723404255,0.44680851063829785,42.333333333333336,0
P Kumar,340,323,57,22.0,17.0,158.0,5.964912280701754,105.26315789473684,0.12074303405572756,0.4891640866873065,34.0,0
P Negi,353,284,29,26.0,16.0,115.0,12.172413793103448,124.29577464788733,0.14788732394366197,0.40492957746478875,88.25,1
PA Patel,2322,2060,116,297.0,35.0,933.0,20.017241379310345,112.71844660194175,0.16116504854368932,0.4529126213592233,232.2,1
PA Reddy,164,167,10,15.0,2.0,72.0,16.4,98.20359281437125,0.10179640718562874,0.4311377245508982,82.0,1
PC Valthaty,505,432,23,61.0,20.0,230.0,21.956521739130434,116.89814814814814,0.1875,0.5324074074074074,126.25,1
PD Collingwood,203,159,7,9.0,13.0,60.0,29.0,127.67295597484276,0.13836477987421383,0.37735849056603776,203.0,2
PJ Cummins,77,56,9,5.0,4.0,21.0,8.555555555555555,137.5,0.16071428571428573,0.375,38.5,0
PJ Sangwan,24,36,12,1.0,0.0,18.0,2.0,66.66666666666666,0.027777777777777776,0.5,4.8,0
PP Chawla,515,467,65,49.0,15.0,207.0,7.923076923076923,110.27837259100643,0.13704496788008566,0.44325481798715205,51.5,0
PP Ojha,16,45,19,0.0,0.0,30.0,0.8421052631578947,35.55555555555556,0.0,0.6666666666666666,2.6666666666666665,0
PR Shah,92,97,9,9.0,2.0,50.0,10.222222222222221,94.84536082474226,0.1134020618556701,0.5154639175257731,30.666666666666668,0
PV Tambe,18,39,6,1.0,0.0,24.0,3.0,46.15384615384615,0.02564102564102564,0.6153846153846154,4.5,0
Pankaj Singh,7,12,5,0.0,0.0,6.0,1.4,58.333333333333336,0.0,0.5,2.3333333333333335,0
Q de Kock,726,566,26,90.0,21.0,244.0,27.923076923076923,128.26855123674912,0.196113074204947,0.43109540636042404,181.5,2
R Ashwin,231,246,36,22.0,2.0,105.0,6.416666666666667,93.90243902439023,0.0975609756097561,0.4268292682926829,28.875,0
R Bhatia,342,290,47,24.0,13.0,110.0,7.276595744680851,117.9310344827586,0.12758620689655173,0.3793103448275862,34.2,0
R Dhawan,153,135,16,13.0,4.0,56.0,9.5625,113.33333333333333,0.1259259259259259,0.4148148148148148,38.25,0
R Dravid,2174,1918,82,269.0,28.0,819.0,26.51219512195122,113.34723670490095,0.1548488008342023,0.42700729927007297,362.3333333333333,2
R McLaren,159,178,13,14.0,1.0,76.0,12.23076923076923,89.32584269662921,0.08426966292134831,0.42696629213483145,53.0,1
R Rampaul,51,52,7,3.0,2.0,26.0,7.285714285714286,98.07692307692307,0.09615384615384616,0.5,25.5,0
R Sathish,270,236,24,22.0,6.0,92.0,11.25,114.40677966101696,0.11864406779661017,0.3898305084745763,67.5,0
R Sharma,66,77,19,5.0,3.0,48.0,3.473684210526316,85.71428571428571,0.1038961038961039,0.6233766233766234,16.5,0
R Vinay Kumar,304,285,41,20.0,9.0,117.0,7.414634146341464,106.66666666666667,0.10175438596491228,0.4105263157894737,33.77777777777778,0
RA Jadeja,1732,1458,108,125.0,57.0,521.0,16.037037037037038,118.79286694101509,0.12482853223593965,0.35733882030178327,192.44444444444446,1
RA Tripathi,391,275,14,43.0,17.0,113.0,27.928571428571427,142.1818181818182,0.21818181818181817,0.4109090909090909,391.0,2
RE Levi,83,74,6,10.0,4.0,41.0,13.833333333333334,112.16216216216218,0.1891891891891892,0.5540540540540541,83.0,1
RE van der Merwe,159,144,15,11.0,8.0,66.0,10.6,110.41666666666667,0.13194444444444445,0.4583333333333333,39.75,0
RG Sharma,4207,3274,153,354.0,173.0,1185.0,27.49673202614379,128.49725106902872,0.160965180207697,0.3619425778863775,420.7,2
RJ Harris,117,112,21,6.0,3.0,46.0,5.571428571428571,104.46428571428572,0.08035714285714286,0.4107142857142857,23.4,0
RJ Peterson,32,32,5,3.0,1.0,15.0,6.4,100.0,0.125,0.46875,32.0,0
RJ Quiney,103,105,7,12.0,3.0,57.0,14.714285714285714,98.09523809523809,0.14285714285714285,0.5428571428571428,103.0,1
RN ten Doeschate,326,238,21,26.0,15.0,80.0,15.523809523809524,136.9747899159664,0.1722689075630252,0.33613445378151263,65.2,1
RP Singh,52,78,28,2.0,1.0,41.0,1.8571428571428572,66.66666666666666,0.038461538461538464,0.5256410256410257,10.4,0
RR Pant,564,381,24,47.0,30.0,134.0,23.5,148.03149606299212,0.2020997375328084,0.35170603674540685,282.0,2
RR Powar,67,64,9,6.0,1.0,27.0,7.444444444444445,104.6875,0.109375,0.421875,16.75,0
RR Raje,20,18,5,1.0,1.0,6.0,4.0,111.11111111111111,0.1111111111111111,0.3333333333333333,10.0,0
RR Rossouw,53,51,5,3.0,3.0,25.0,10.6,103.921568627451,0.11764705882352941,0.49019607843137253,26.5,0
RS Bopara,531,468,22,39.0,16.0,175.0,24.136363636363637,113.46153846153845,0.11752136752136752,0.37393162393162394,177.0,2
RT Ponting,91,129,9,5.0,2.0,69.0,10.11111111111111,70.54263565891473,0.05426356589147287,0.5348837209302325,45.5,0
RV Gomez,50,53,9,5.0,1.0,27.0,5.555555555555555,94.33962264150944,0.11320754716981132,0.5094339622641509,25.0,0
RV Uthappa,3778,2960,143,377.0,125.0,1165.0,26.41958041958042,127.63513513513513,0.16959459459459458,0.3935810810810811,377.8,2
S Anirudha,136,121,12,9.0,7.0,54.0,11.333333333333334,112.39669421487604,0.1322314049586777,0.4462809917355372,22.666666666666668,0
S Aravind,59,59,10,7.0,0.0,26.0,5.9,100.0,0.11864406779661017,0.4406779661016949,14.75,0
S Badree,13,25,5,0.0,0.0,14.0,2.6,52.0,0.0,0.56,13.0,0
S Badrinath,1441,1245,65,154.0,28.0,493.0,22.16923076923077,115.74297188755021,0.1461847389558233,0.39598393574297186,240.16666666666666,2
S Dhawan,3561,3005,126,401.0,71.0,1210.0,28.261904761904763,118.50249584026622,0.15707154742096505,0.40266222961730447,356.1,2
S Nadeem,26,71,16,1.0,0.0,51.0,1.625,36.61971830985916,0.014084507042253521,0.7183098591549296,3.7142857142857144,0
S Rana,91,82,8,9.0,1.0,33.0,11.375,110.97560975609757,0.12195121951219512,0.4024390243902439,45.5,0
S Sohal,368,311,20,34.0,18.0,158.0,18.4,118.32797427652733,0.16720257234726688,0.5080385852090032,122.66666666666667,1
S Sreesanth,34,57,12,6.0,0.0,43.0,2.8333333333333335,59.64912280701754,0.10526315789473684,0.7543859649122807,6.8,0
S Vidyut,145,115,8,21.0,3.0,55.0,18.125,126.08695652173914,0.20869565217391303,0.4782608695652174,145.0,1
SA Asnodkar,423,352,19,56.0,10.0,164.0,22.263157894736842,120.17045454545455,0.1875,0.4659090909090909,105.75,2
SA Yadav,608,479,42,54.0,21.0,174.0,14.476190476190476,126.93110647181629,0.15657620041753653,0.36325678496868474,121.6,1
SB Bangar,49,58,7,1.0,3.0,28.0,7.0,84.48275862068965,0.06896551724137931,0.4827586206896552,24.5,0
SB Jakati,28,30,5,3.0,0.0,12.0,5.6,93.33333333333333,0.1,0.4,9.333333333333334,0
SB Styris,131,134,10,10.0,3.0,53.0,13.1,97.76119402985076,0.09701492537313433,0.39552238805970147,43.666666666666664,1
SC Ganguly,1349,1326,56,137.0,42.0,662.0,24.089285714285715,101.73453996983409,0.13499245852187028,0.49924585218702866,269.8,2
SD Chitnis,99,92,8,10.0,2.0,38.0,12.375,107.6086956521739,0.13043478260869565,0.41304347826086957,24.75,1
SE Marsh,2489,1913,69,269.0,78.0,736.0,36.072463768115945,130.10977522216413,0.18139048614741243,0.3847360167276529,276.55555555555554,3
SK Raina,4548,3369,157,402.0,174.0,1163.0,28.96815286624204,134.99554764024933,0.1709706144256456,0.3452062926684476,454.8,2
SK Trivedi,42,61,14,3.0,1.0,37.0,3.0,68.85245901639344,0.06557377049180328,0.6065573770491803,7.0,0
SK Warne,198,219,27,14.0,6.0,105.0,7.333333333333333,90.41095890410958,0.091324200913242,0.4794520547945205,49.5,0
SL Malinga,88,103,20,6.0,5.0,59.0,4.4,85.43689320388349,0.10679611650485436,0.5728155339805825,11.0,0
SM Katich,241,191,11,26.0,8.0,85.0,21.90909090909091,126.17801047120419,0.17801047120418848,0.44502617801047123,120.5,1
SM Pollock,147,116,8,12.0,8.0,47.0,18.375,126.72413793103448,0.1724137931034483,0.4051724137931034,147.0,1
SN Khan,177,103,11,19.0,6.0,25.0,16.09090909090909,171.84466019417474,0.24271844660194175,0.24271844660194175,88.5,1
SP Fleming,196,171,10,27.0,3.0,86.0,19.6,114.61988304093566,0.17543859649122806,0.5029239766081871,196.0,1
SP Goswami,241,260,16,26.0,2.0,124.0,15.0625,92.6923076923077,0.1076923076923077,0.47692307692307695,48.2,1
SP Narine,271,193,30,36.0,12.0,94.0,9.033333333333333,140.41450777202073,0.24870466321243523,0.48704663212435234,45.166666666666664,0
SPD Smith,1713,1333,62,151.0,45.0,424.0,27.629032258064516,128.50712678169543,0.14703675918979744,0.31807951987997,285.5,2
SR Tendulkar,2334,2044,78,296.0,29.0,874.0,29.923076923076923,114.18786692759295,0.15900195694716243,0.42759295499021527,389.0,2
SR Watson,2628,1949,98,258.0,122.0,822.0,26.816326530612244,134.83837865572087,0.19497178040020524,0.42175474602360186,292.0,2
SS Iyer,807,655,32,79.0,32.0,281.0,25.21875,123.20610687022902,0.16946564885496182,0.42900763358778626,269.0,2
SS Tiwary,1276,1111,64,93.0,45.0,425.0,19.9375,114.85148514851484,0.12421242124212421,0.38253825382538253,141.77777777777777,1
ST Jayasuriya,768,573,30,84.0,39.0,292.0,25.6,134.03141361256544,0.21465968586387435,0.5095986038394416,256.0,2
STR Binny,766,619,56,59.0,29.0,236.0,13.678571428571429,123.74798061389339,0.1421647819063005,0.38126009693053314,95.75,1
SV Samson,1426,1165,62,112.0,57.0,453.0,23.0,122.40343347639484,0.14506437768240343,0.3888412017167382,285.2,2
SW Billings,226,173,10,23.0,5.0,57.0,22.6,130.635838150289,0.16184971098265896,0.32947976878612717,113.0,2
SW Tait,23,26,5,1.0,1.0,11.0,4.6,88.46153846153845,0.07692307692307693,0.4230769230769231,7.666666666666667,0
Sachin Baby,137,106,10,11.0,5.0,40.0,13.7,129.24528301886792,0.1509433962264151,0.37735849056603776,45.666666666666664,1
Salman Butt,193,172,7,30.0,2.0,86.0,27.571428571428573,112.20930232558139,0.18604651162790697,0.5,193.0,2
Sandeep Sharma,26,36,11,1.0,0.0,14.0,2.3636363636363638,72.22222222222221,0.027777777777777776,0.3888888888888889,5.2,0
Shahid Afridi,81,46,9,7.0,6.0,20.0,9.0,176.08695652173913,0.2826086956521739,0.43478260869565216,81.0,0
Shakib Al Hasan,500,401,32,44.0,15.0,140.0,15.625,124.68827930174564,0.14713216957605985,0.3491271820448878,83.33333333333333,1
Shoaib Malik,52,49,5,5.0,0.0,16.0,10.4,106.12244897959184,0.10204081632653061,0.32653061224489793,52.0,0
Sohail Tanvir,36,31,5,3.0,1.0,11.0,7.2,116.12903225806453,0.12903225806451613,0.3548387096774194,36.0,0
Sunny Singh,43,31,5,6.0,1.0,12.0,8.6,138.70967741935485,0.22580645161290322,0.3870967741935484,43.0,0
TG Southee,54,36,8,3.0,3.0,11.0,6.75,150.0,0.16666666666666666,0.3055555555555556,13.5,0
TL Suman,676,587,39,55.0,26.0,255.0,17.333333333333332,115.1618398637138,0.13798977853492334,0.434412265758092,135.2,1
TM Dilshan,1153,1047,50,140.0,24.0,492.0,23.06,110.12416427889207,0.15663801337153774,0.4699140401146132,192.16666666666666,2
TM Head,205,151,10,12.0,8.0,43.0,20.5,135.76158940397352,0.13245033112582782,0.2847682119205298,102.5,1
TR Birt,75,59,5,9.0,2.0,27.0,15.0,127.11864406779661,0.1864406779661017,0.4576271186440678,75.0,1
UBT Chand,300,314,20,32.0,9.0,170.0,15.0,95.54140127388536,0.1305732484076433,0.5414012738853503,50.0,1
UT Khawaja,127,105,6,14.0,3.0,43.0,21.166666666666668,120.95238095238095,0.1619047619047619,0.4095238095238095,127.0,1
UT Yadav,94,95,23,8.0,3.0,43.0,4.086956521739131,98.94736842105263,0.11578947368421053,0.45263157894736844,11.75,0
V Kohli,4423,3494,141,384.0,160.0,1287.0,31.368794326241133,126.58843732112193,0.15569547796222094,0.3683457355466514,442.3,2
V Sehwag,2728,1833,104,334.0,106.0,737.0,26.23076923076923,148.82705946535734,0.24004364429896344,0.40207310420076375,341.0,2
VR Aaron,46,56,9,2.0,2.0,30.0,5.111111111111111,82.14285714285714,0.07142857142857142,0.5357142857142857,9.2,0
VVS Laxman,282,271,20,33.0,5.0,123.0,14.1,104.0590405904059,0.14022140221402213,0.45387453874538747,70.5,1
VY Mahesh,15,28,5,0.0,0.0,15.0,3.0,53.57142857142857,0.0,0.5357142857142857,15.0,0
W Jaffer,130,129,8,14.0,3.0,64.0,16.25,100.7751937984496,0.13178294573643412,0.49612403100775193,65.0,1
WA Mota,56,76,8,2.0,0.0,30.0,7.0,73.68421052631578,0.02631578947368421,0.39473684210526316,28.0,0
WD Parnell,63,80,12,4.0,1.0,39.0,5.25,78.75,0.0625,0.4875,15.75,0
WP Saha,1557,1219,78,130.0,57.0,450.0,19.96153846153846,127.72764561115667,0.15340442986054142,0.36915504511895,155.7,1
WPUJC Vaas,81,73,11,2.0,3.0,24.0,7.363636363636363,110.95890410958904,0.0684931506849315,0.3287671232876712,27.0,0
Washington Sundar,9,12,5,0.0,0.0,6.0,1.8,75.0,0.0,0.5,9.0,0
Y Nagar,285,271,20,20.0,9.0,113.0,14.25,105.1660516605166,0.1070110701107011,0.41697416974169743,71.25,1
Y Venugopal Rao,985,865,52,77.0,37.0,355.0,18.942307692307693,113.87283236994219,0.13179190751445086,0.41040462427745666,164.16666666666666,1
YK Pathan,2922,2076,133,240.0,149.0,765.0,21.969924812030076,140.75144508670522,0.18737957610789982,0.3684971098265896,292.2,1
YS Chahal,15,29,8,0.0,0.0,15.0,1.875,51.724137931034484,0.0,0.5172413793103449,5.0,0
YV Takawale,192,183,10,26.0,3.0,100.0,19.2,104.91803278688525,0.15846994535519127,0.546448087431694,64.0,1
Yuvraj Singh,2591,2050,116,205.0,141.0,898.0,22.336206896551722,126.39024390243902,0.16878048780487806,0.4380487804878049,287.8888888888889,2
Z Khan,117,141,27,11.0,2.0,74.0,4.333333333333333,82.97872340425532,0.09219858156028368,0.524822695035461,14.625,0
